gridID,Longitude Center,Latitude Center,MonthOfYear,label,% Poverty
1295,-74.23065,40.51841,2,1,60.08
1302,-74.23065,40.524708,2,1,60.08
1304,-74.23065,40.526505,2,2,60.08
1316,-74.23065,40.537296,2,1,60.08
1360,-74.22947,40.507618,2,3,60.08
1362,-74.22947,40.50942,2,1,60.08
1374,-74.22947,40.52021,2,2,60.08
1376,-74.22947,40.522007,2,3,60.08
1379,-74.22947,40.524708,2,1,60.08
1403,-74.22947,40.54629,2,3,60.08
1450,-74.22829,40.51931,2,1,60.08
1480,-74.22829,40.54629,2,1,60.08
1514,-74.227104,40.507618,2,1,60.08
1637,-74.22592,40.548088,2,3,60.08
1669,-74.22474,40.50672,2,1,60.08
1703,-74.22474,40.537296,2,1,60.08
1706,-74.22474,40.539993,2,1,60.08
1769,-74.22356,40.526505,2,1,60.08
1780,-74.22356,40.536396,2,1,60.08
1781,-74.22356,40.537296,2,1,60.08
1782,-74.22356,40.538197,2,2,60.08
1827,-74.222374,40.50852,2,4,60.08
1844,-74.222374,40.523808,2,1,60.08
1854,-74.222374,40.5328,2,2,60.08
1857,-74.222374,40.5355,2,2,60.08
1858,-74.222374,40.536396,2,1,60.08
1873,-74.222374,40.54989,2,8,60.08
1920,-74.22119,40.522907,2,1,60.08
1921,-74.22119,40.523808,2,4,60.08
1936,-74.22119,40.537296,2,2,60.08
1937,-74.22119,40.538197,2,4,60.08
1938,-74.22119,40.539097,2,1,60.08
1949,-74.22119,40.54899,2,3,60.08
1950,-74.22119,40.54989,2,7,60.08
2000,-74.22001,40.524708,2,3,60.08
2008,-74.22001,40.531902,2,2,60.08
2012,-74.22001,40.5355,2,3,60.08
2014,-74.22001,40.537296,2,2,60.08
2018,-74.22001,40.540894,2,2,60.08
2022,-74.22001,40.54449,2,2,60.08
2023,-74.22001,40.54539,2,1,60.08
2026,-74.22001,40.548088,2,3,60.08
2077,-74.21883,40.523808,2,1,60.08
2085,-74.21883,40.531002,2,1,60.08
2091,-74.21883,40.536396,2,2,60.08
2094,-74.21883,40.539097,2,2,60.08
2097,-74.21883,40.541794,2,1,60.08
2098,-74.21883,40.542694,2,40,60.08
2100,-74.21883,40.54449,2,1,60.08
2101,-74.21883,40.54539,2,2,60.08
2103,-74.21883,40.547188,2,4,60.08
2104,-74.21883,40.548088,2,6,60.08
2139,-74.21764,40.50942,2,2,60.08
2152,-74.21764,40.52111,2,1,60.08
2154,-74.21764,40.522907,2,2,60.08
2161,-74.21764,40.5292,2,1,60.08
2162,-74.21764,40.5301,2,1,60.08
2168,-74.21764,40.5355,2,3,60.08
2170,-74.21764,40.537296,2,1,60.08
2174,-74.21764,40.540894,2,1,60.08
2179,-74.21764,40.54539,2,2,60.08
2182,-74.21764,40.548088,2,1,60.08
2185,-74.21764,40.550785,2,2,60.08
2187,-74.21764,40.552586,2,7,60.08
2188,-74.21764,40.553486,2,1,60.08
2189,-74.21764,40.554382,2,4,60.08
2231,-74.21646,40.52111,2,1,60.08
2232,-74.21646,40.522007,2,11,60.08
2234,-74.21646,40.523808,2,6,60.08
2236,-74.21646,40.525604,2,1,60.08
2237,-74.21646,40.526505,2,2,60.08
2239,-74.21646,40.528305,2,2,60.08
2246,-74.21646,40.5346,2,1,60.08
2248,-74.21646,40.536396,2,1,60.08
2252,-74.21646,40.539993,2,1,60.08
2253,-74.21646,40.540894,2,3,60.08
2259,-74.21646,40.54629,2,2,60.08
2262,-74.21646,40.54899,2,1,60.08
2313,-74.21528,40.522007,2,3,60.08
2317,-74.21528,40.525604,2,2,60.08
2318,-74.21528,40.526505,2,2,60.08
2331,-74.21528,40.538197,2,1,60.08
2335,-74.21528,40.541794,2,2,60.08
2336,-74.21528,40.542694,2,1,60.08
2337,-74.21528,40.54359,2,1,60.08
2339,-74.21528,40.54539,2,2,60.08
2340,-74.21528,40.54629,2,1,60.08
2346,-74.21528,40.551685,2,2,60.08
2347,-74.21528,40.552586,2,1,60.08
2350,-74.21528,40.555283,2,2,60.08
2395,-74.214096,40.52111,2,1,60.08
2396,-74.214096,40.522007,2,2,60.08
2417,-74.214096,40.540894,2,1,60.08
2419,-74.214096,40.542694,2,3,60.08
2420,-74.214096,40.54359,2,1,60.08
2424,-74.214096,40.547188,2,1,60.08
2427,-74.214096,40.54989,2,1,60.08
2428,-74.214096,40.550785,2,1,60.08
2429,-74.214096,40.551685,2,2,60.08
2431,-74.214096,40.553486,2,3,60.08
2433,-74.214096,40.555283,2,3,60.08
2483,-74.21291,40.522007,2,2,60.08
2505,-74.21291,40.541794,2,1,60.08
2510,-74.21291,40.54629,2,1,60.08
2512,-74.21291,40.548088,2,2,60.08
2515,-74.21291,40.550785,2,1,60.08
2519,-74.21291,40.554382,2,1,60.08
2520,-74.21291,40.555283,2,2,60.08
2564,-74.21173,40.513916,2,2,60.08
2570,-74.21173,40.51931,2,1,60.08
2573,-74.21173,40.522007,2,1,60.08
2597,-74.21173,40.54359,2,1,60.08
2598,-74.21173,40.54449,2,1,60.08
2599,-74.21173,40.54539,2,5,60.08
2601,-74.21173,40.547188,2,2,60.08
2604,-74.21173,40.54989,2,3,60.08
2605,-74.21173,40.550785,2,6,60.08
2606,-74.21173,40.551685,2,1,60.08
2607,-74.21173,40.552586,2,1,60.08
2609,-74.21173,40.554382,2,1,60.08
2612,-74.21173,40.557083,2,3,60.08
2662,-74.21055,40.51841,2,1,60.08
2664,-74.21055,40.52021,2,1,60.08
2665,-74.21055,40.52111,2,1,60.08
2669,-74.21055,40.524708,2,1,60.08
2671,-74.21055,40.526505,2,1,60.08
2675,-74.21055,40.5301,2,1,60.08
2681,-74.21055,40.5355,2,2,60.08
2682,-74.21055,40.536396,2,1,60.08
2683,-74.21055,40.537296,2,2,60.08
2685,-74.21055,40.539097,2,3,60.08
2688,-74.21055,40.541794,2,1,60.08
2690,-74.21055,40.54359,2,1,60.08
2694,-74.21055,40.547188,2,1,60.08
2695,-74.21055,40.548088,2,2,60.08
2697,-74.21055,40.54989,2,2,60.08
2698,-74.21055,40.550785,2,1,60.08
2699,-74.21055,40.551685,2,2,60.08
2700,-74.21055,40.552586,2,4,60.08
2701,-74.21055,40.553486,2,1,60.08
2766,-74.209366,40.524708,2,1,60.08
2778,-74.209366,40.5355,2,3,60.08
2779,-74.209366,40.536396,2,2,60.08
2782,-74.209366,40.539097,2,1,60.08
2785,-74.209366,40.541794,2,1,60.08
2789,-74.209366,40.54539,2,6,60.08
2790,-74.209366,40.54629,2,1,60.08
2791,-74.209366,40.547188,2,1,60.08
2792,-74.209366,40.548088,2,1,60.08
2857,-74.20818,40.516613,2,1,60.08
2866,-74.20818,40.524708,2,1,60.08
2868,-74.20818,40.526505,2,1,60.08
2878,-74.20818,40.5355,2,1,60.08
2880,-74.20818,40.537296,2,1,60.08
2881,-74.20818,40.538197,2,1,60.08
2884,-74.20818,40.540894,2,2,60.08
2885,-74.20818,40.541794,2,1,60.08
2902,-74.20818,40.557083,2,1,60.08
2966,-74.207,40.51931,2,1,60.08
2968,-74.207,40.52111,2,3,60.08
2976,-74.207,40.528305,2,1,60.08
2978,-74.207,40.5301,2,1,60.08
2979,-74.207,40.531002,2,1,60.08
2985,-74.207,40.536396,2,2,60.08
2986,-74.207,40.537296,2,1,60.08
2987,-74.207,40.538197,2,1,60.08
2990,-74.207,40.540894,2,1,60.08
3009,-74.207,40.55798,2,2,60.08
3072,-74.20582,40.513916,2,1,60.08
3073,-74.20582,40.514812,2,1,60.08
3075,-74.20582,40.516613,2,3,60.08
3077,-74.20582,40.51841,2,2,60.08
3084,-74.20582,40.524708,2,2,60.08
3090,-74.20582,40.5301,2,1,60.08
3092,-74.20582,40.531902,2,2,60.08
3095,-74.20582,40.5346,2,1,60.08
3099,-74.20582,40.538197,2,1,60.08
3103,-74.20582,40.541794,2,4,60.08
3188,-74.204636,40.514812,2,1,60.08
3189,-74.204636,40.515713,2,1,60.08
3193,-74.204636,40.51931,2,2,60.08
3195,-74.204636,40.52111,2,2,60.08
3213,-74.204636,40.537296,2,1,60.08
3214,-74.204636,40.538197,2,1,60.08
3216,-74.204636,40.539993,2,1,60.08
3219,-74.204636,40.542694,2,1,60.08
3235,-74.204636,40.557083,2,2,60.08
3307,-74.20345,40.516613,2,3,60.08
3316,-74.20345,40.524708,2,4,60.08
3317,-74.20345,40.525604,2,1,60.08
3322,-74.20345,40.5301,2,1,60.08
3326,-74.20345,40.5337,2,1,60.08
3327,-74.20345,40.5346,2,1,60.08
3328,-74.20345,40.5355,2,1,60.08
3335,-74.20345,40.541794,2,1,60.08
3339,-74.20345,40.54539,2,1,60.08
3351,-74.20345,40.556183,2,1,60.08
3441,-74.20227,40.513016,2,1,60.08
3442,-74.20227,40.513916,2,1,60.08
3443,-74.20227,40.514812,2,2,60.08
3453,-74.20227,40.523808,2,2,60.08
3455,-74.20227,40.525604,2,2,60.08
3456,-74.20227,40.526505,2,2,60.08
3459,-74.20227,40.5292,2,1,60.08
3461,-74.20227,40.531002,2,2,60.08
3463,-74.20227,40.5328,2,1,60.08
3465,-74.20227,40.5346,2,1,60.08
3467,-74.20227,40.536396,2,1,60.08
3472,-74.20227,40.540894,2,1,60.08
3474,-74.20227,40.542694,2,1,60.08
3478,-74.20227,40.54629,2,3,60.08
3595,-74.20109,40.513916,2,1,60.08
3600,-74.20109,40.51841,2,3,60.08
3601,-74.20109,40.51931,2,1,60.08
3607,-74.20109,40.524708,2,2,60.08
3608,-74.20109,40.525604,2,2,60.08
3609,-74.20109,40.526505,2,3,60.08
3612,-74.20109,40.5292,2,1,60.08
3614,-74.20109,40.531002,2,1,60.08
3620,-74.20109,40.536396,2,2,60.08
3621,-74.20109,40.537296,2,1,60.08
3630,-74.20109,40.54539,2,1,60.08
3636,-74.20109,40.550785,2,3,60.08
3637,-74.20109,40.551685,2,3,60.08
3639,-74.20109,40.553486,2,1,60.08
3642,-74.20109,40.556183,2,1,60.08
3762,-74.199905,40.522907,2,1,60.08
3764,-74.199905,40.524708,2,2,60.08
3770,-74.199905,40.5301,2,3,60.08
3775,-74.199905,40.5346,2,1,60.08
3777,-74.199905,40.536396,2,1,60.08
3788,-74.199905,40.54629,2,1,60.08
3790,-74.199905,40.548088,2,2,60.08
3791,-74.199905,40.54899,2,2,60.08
3793,-74.199905,40.550785,2,1,60.08
3804,-74.199905,40.56068,2,2,60.08
3920,-74.19873,40.51841,2,1,60.08
3923,-74.19873,40.52111,2,1,60.08
3952,-74.19873,40.547188,2,1,60.08
3953,-74.19873,40.548088,2,2,60.08
3954,-74.19873,40.54899,2,2,60.08
3955,-74.19873,40.54989,2,2,60.08
3960,-74.19873,40.554382,2,3,60.08
3962,-74.19873,40.556183,2,1,60.08
3964,-74.19873,40.55798,2,2,60.08
3966,-74.19873,40.55978,2,1,60.08
4082,-74.19755,40.515713,2,1,60.08
4086,-74.19755,40.51931,2,2,60.08
4087,-74.19755,40.52021,2,1,60.08
4096,-74.19755,40.528305,2,1,60.08
4097,-74.19755,40.5292,2,2,60.08
4101,-74.19755,40.5328,2,2,60.08
4105,-74.19755,40.536396,2,2,60.08
4109,-74.19755,40.539993,2,1,60.08
4110,-74.19755,40.540894,2,1,60.08
4112,-74.19755,40.542694,2,2,60.08
4114,-74.19755,40.54449,2,2,60.08
4116,-74.19755,40.54629,2,1,60.08
4118,-74.19755,40.548088,2,1,60.08
4119,-74.19755,40.54899,2,2,60.08
4122,-74.19755,40.551685,2,2,60.08
4128,-74.19755,40.557083,2,2,60.08
4130,-74.19755,40.55888,2,6,60.08
4162,-74.19755,40.587658,2,1,60.08
4246,-74.196365,40.513016,2,1,60.08
4247,-74.196365,40.513916,2,1,60.08
4248,-74.196365,40.514812,2,1,60.08
4250,-74.196365,40.516613,2,13,60.08
4254,-74.196365,40.52021,2,1,60.08
4265,-74.196365,40.5301,2,2,60.08
4268,-74.196365,40.5328,2,1,60.08
4272,-74.196365,40.536396,2,1,60.08
4282,-74.196365,40.54539,2,1,60.08
4285,-74.196365,40.548088,2,1,60.08
4290,-74.196365,40.552586,2,2,60.08
4291,-74.196365,40.553486,2,4,60.08
4293,-74.196365,40.555283,2,2,60.08
4294,-74.196365,40.556183,2,2,60.08
4414,-74.19518,40.513016,2,1,60.08
4415,-74.19518,40.513916,2,1,60.08
4419,-74.19518,40.517513,2,1,60.08
4421,-74.19518,40.51931,2,1,60.08
4434,-74.19518,40.531002,2,3,60.08
4435,-74.19518,40.531902,2,1,60.08
4436,-74.19518,40.5328,2,2,60.08
4439,-74.19518,40.5355,2,1,60.08
4440,-74.19518,40.536396,2,2,60.08
4446,-74.19518,40.541794,2,5,60.08
4448,-74.19518,40.54359,2,2,60.08
4451,-74.19518,40.54629,2,1,60.08
4453,-74.19518,40.548088,2,2,60.08
4454,-74.19518,40.54899,2,10,60.08
4459,-74.19518,40.553486,2,4,60.08
4460,-74.19518,40.554382,2,1,60.08
4461,-74.19518,40.555283,2,3,60.08
4462,-74.19518,40.556183,2,1,60.08
4467,-74.19518,40.56068,2,5,60.08
4512,-74.19518,40.601147,2,2,60.08
4513,-74.19518,40.602047,2,1,60.08
4584,-74.194,40.513016,2,1,60.08
4587,-74.194,40.515713,2,2,60.08
4604,-74.194,40.531002,2,1,60.08
4606,-74.194,40.5328,2,2,60.08
4607,-74.194,40.5337,2,1,60.08
4609,-74.194,40.5355,2,6,60.08
4612,-74.194,40.538197,2,3,60.08
4623,-74.194,40.548088,2,1,60.08
4630,-74.194,40.554382,2,1,60.08
4666,-74.194,40.586758,2,2,60.08
4774,-74.19282,40.5301,2,1,60.08
4775,-74.19282,40.531002,2,1,60.08
4779,-74.19282,40.5346,2,2,60.08
4785,-74.19282,40.539993,2,1,60.08
4786,-74.19282,40.540894,2,2,60.08
4788,-74.19282,40.542694,2,1,60.08
4789,-74.19282,40.54359,2,1,60.08
4792,-74.19282,40.54629,2,1,60.08
4793,-74.19282,40.547188,2,1,60.08
4796,-74.19282,40.54989,2,4,60.08
4797,-74.19282,40.550785,2,3,60.08
4798,-74.19282,40.551685,2,1,60.08
4801,-74.19282,40.554382,2,2,60.08
4830,-74.19282,40.580463,2,2,60.08
4839,-74.19282,40.58856,2,1,60.08
4840,-74.19282,40.58946,2,4,60.08
4841,-74.19282,40.590355,2,3,60.08
4854,-74.19282,40.602047,2,11,60.08
4943,-74.191635,40.527405,2,13,60.08
4944,-74.191635,40.528305,2,1,60.08
4947,-74.191635,40.531002,2,1,60.08
4948,-74.191635,40.531902,2,2,60.08
4954,-74.191635,40.537296,2,1,60.08
4957,-74.191635,40.539993,2,4,60.08
4961,-74.191635,40.54359,2,1,60.08
4968,-74.191635,40.54989,2,1,60.08
4969,-74.191635,40.550785,2,2,60.08
4970,-74.191635,40.551685,2,3,60.08
4971,-74.191635,40.552586,2,5,60.08
5010,-74.191635,40.587658,2,5,60.08
5017,-74.191635,40.593952,2,1,60.08
5111,-74.19045,40.522907,2,1,60.08
5119,-74.19045,40.5301,2,1,60.08
5120,-74.19045,40.531002,2,1,60.08
5128,-74.19045,40.538197,2,3,60.08
5129,-74.19045,40.539097,2,1,60.08
5138,-74.19045,40.547188,2,3,60.08
5139,-74.19045,40.548088,2,1,60.08
5143,-74.19045,40.551685,2,1,60.08
5156,-74.19045,40.563377,2,3,60.08
5186,-74.19045,40.590355,2,1,60.08
5188,-74.19045,40.592155,2,1,60.08
5189,-74.19045,40.593056,2,2,60.08
5288,-74.18927,40.524708,2,1,60.08
5296,-74.18927,40.531902,2,3,60.08
5298,-74.18927,40.5337,2,1,60.08
5304,-74.18927,40.539097,2,1,60.08
5317,-74.18927,40.550785,2,1,60.08
5362,-74.18927,40.591255,2,2,60.08
5363,-74.18927,40.592155,2,1,60.08
5364,-74.18927,40.593056,2,1,60.08
5366,-74.18927,40.594852,2,2,60.08
5462,-74.18809,40.522907,2,3,60.08
5481,-74.18809,40.539993,2,1,60.08
5487,-74.18809,40.54539,2,1,60.08
5490,-74.18809,40.548088,2,1,60.08
5491,-74.18809,40.54899,2,1,60.08
5493,-74.18809,40.550785,2,2,60.08
5494,-74.18809,40.551685,2,1,60.08
5536,-74.18809,40.58946,2,1,60.08
5537,-74.18809,40.590355,2,1,60.08
5540,-74.18809,40.593056,2,1,60.08
5542,-74.18809,40.594852,2,1,60.08
5640,-74.186905,40.523808,2,4,60.08
5650,-74.186905,40.5328,2,1,60.08
5651,-74.186905,40.5337,2,1,60.08
5655,-74.186905,40.537296,2,2,60.08
5660,-74.186905,40.541794,2,1,60.08
5665,-74.186905,40.54629,2,1,60.08
5667,-74.186905,40.548088,2,1,60.08
5670,-74.186905,40.550785,2,2,60.08
5673,-74.186905,40.553486,2,1,60.08
5683,-74.186905,40.562477,2,1,60.08
5685,-74.186905,40.564278,2,1,60.08
5714,-74.186905,40.590355,2,1,60.08
5715,-74.186905,40.591255,2,2,60.08
5718,-74.186905,40.593952,2,7,60.08
5827,-74.18572,40.5328,2,1,60.08
5829,-74.18572,40.5346,2,1,60.08
5841,-74.18572,40.54539,2,1,60.08
5843,-74.18572,40.547188,2,2,60.08
5845,-74.18572,40.54899,2,1,60.08
5848,-74.18572,40.551685,2,1,60.08
5850,-74.18572,40.553486,2,2,60.08
5857,-74.18572,40.55978,2,12,60.08
5858,-74.18572,40.56068,2,2,60.08
5860,-74.18572,40.562477,2,1,60.08
5862,-74.18572,40.564278,2,1,60.08
5894,-74.18572,40.593056,2,3,60.08
5895,-74.18572,40.593952,2,3,60.08
6011,-74.18454,40.538197,2,1,60.08
6013,-74.18454,40.539993,2,3,60.08
6014,-74.18454,40.540894,2,2,60.08
6018,-74.18454,40.54449,2,1,60.08
6020,-74.18454,40.54629,2,3,60.08
6021,-74.18454,40.547188,2,2,60.08
6022,-74.18454,40.548088,2,1,60.08
6023,-74.18454,40.54899,2,1,60.08
6024,-74.18454,40.54989,2,1,60.08
6025,-74.18454,40.550785,2,1,60.08
6041,-74.18454,40.565174,2,3,60.08
6073,-74.18454,40.593952,2,1,60.08
6074,-74.18454,40.594852,2,2,60.08
6075,-74.18454,40.595753,2,1,60.08
6170,-74.18336,40.52111,2,1,60.08
6181,-74.18336,40.531002,2,1,60.08
6188,-74.18336,40.537296,2,1,60.08
6193,-74.18336,40.541794,2,1,60.08
6200,-74.18336,40.548088,2,1,60.08
6201,-74.18336,40.54899,2,1,60.08
6203,-74.18336,40.550785,2,1,60.08
6204,-74.18336,40.551685,2,7,60.08
6206,-74.18336,40.553486,2,1,60.08
6216,-74.18336,40.562477,2,1,60.08
6217,-74.18336,40.563377,2,1,60.08
6218,-74.18336,40.564278,2,2,60.08
6219,-74.18336,40.565174,2,5,60.08
6254,-74.18336,40.596653,2,2,60.08
6269,-74.18336,40.61014,2,1,60.08
6348,-74.182175,40.52111,2,2,60.08
6357,-74.182175,40.5292,2,3,60.08
6367,-74.182175,40.538197,2,2,60.08
6371,-74.182175,40.541794,2,1,60.08
6373,-74.182175,40.54359,2,2,60.08
6375,-74.182175,40.54539,2,1,60.08
6377,-74.182175,40.547188,2,1,60.08
6379,-74.182175,40.54899,2,2,60.08
6383,-74.182175,40.552586,2,1,60.08
6388,-74.182175,40.557083,2,1,60.08
6392,-74.182175,40.56068,2,11,60.08
6394,-74.182175,40.562477,2,4,60.08
6395,-74.182175,40.563377,2,1,60.08
6447,-74.182175,40.61014,2,2,60.08
6528,-74.18099,40.522907,2,1,60.08
6542,-74.18099,40.5355,2,1,60.08
6544,-74.18099,40.537296,2,1,60.08
6546,-74.18099,40.539097,2,1,60.08
6552,-74.18099,40.54449,2,1,60.08
6554,-74.18099,40.54629,2,3,60.08
6556,-74.18099,40.548088,2,1,60.08
6559,-74.18099,40.550785,2,2,60.08
6561,-74.18099,40.552586,2,3,60.08
6563,-74.18099,40.554382,2,1,60.08
6564,-74.18099,40.555283,2,1,60.08
6566,-74.18099,40.557083,2,1,60.08
6569,-74.18099,40.55978,2,1,60.08
6571,-74.18099,40.561577,2,2,60.08
6573,-74.18099,40.563377,2,1,60.08
6575,-74.18099,40.565174,2,4,60.08
6615,-74.18099,40.601147,2,3,60.08
6655,-74.18099,40.637123,2,1,60.08
6710,-74.17981,40.526505,2,1,60.08
6720,-74.17981,40.5355,2,2,60.08
6725,-74.17981,40.539993,2,1,60.08
6726,-74.17981,40.540894,2,3,60.08
6736,-74.17981,40.54989,2,1,60.08
6737,-74.17981,40.550785,2,1,60.08
6738,-74.17981,40.551685,2,3,60.08
6744,-74.17981,40.557083,2,1,60.08
6745,-74.17981,40.55798,2,2,60.08
6746,-74.17981,40.55888,2,3,60.08
6747,-74.17981,40.55978,2,1,60.08
6750,-74.17981,40.562477,2,2,60.08
6822,-74.17981,40.627228,2,4,60.08
6888,-74.17863,40.526505,2,2,60.08
6900,-74.17863,40.537296,2,1,60.08
6904,-74.17863,40.540894,2,1,60.08
6906,-74.17863,40.542694,2,1,60.08
6916,-74.17863,40.551685,2,1,60.08
6923,-74.17863,40.55798,2,3,60.08
6970,-74.17863,40.60025,2,2,60.08
6989,-74.17863,40.617336,2,3,60.08
7078,-74.177444,40.537296,2,2,60.08
7081,-74.177444,40.539993,2,1,60.08
7082,-74.177444,40.540894,2,5,60.08
7083,-74.177444,40.541794,2,4,60.08
7086,-74.177444,40.54449,2,1,60.08
7090,-74.177444,40.548088,2,1,60.08
7095,-74.177444,40.552586,2,2,60.08
7102,-74.177444,40.55888,2,1,60.08
7104,-74.177444,40.56068,2,1,60.08
7106,-74.177444,40.562477,2,2,60.08
7107,-74.177444,40.563377,2,3,60.08
7148,-74.177444,40.60025,2,4,60.08
7159,-74.177444,40.61014,2,31,60.08
7177,-74.177444,40.62633,2,6,60.08
7258,-74.17626,40.539097,2,1,60.08
7259,-74.17626,40.539993,2,2,60.08
7261,-74.17626,40.541794,2,3,60.08
7263,-74.17626,40.54359,2,1,60.08
7264,-74.17626,40.54449,2,2,60.08
7265,-74.17626,40.54539,2,1,60.08
7267,-74.17626,40.547188,2,1,60.08
7270,-74.17626,40.54989,2,2,60.08
7272,-74.17626,40.551685,2,3,60.08
7276,-74.17626,40.555283,2,2,60.08
7277,-74.17626,40.556183,2,2,60.08
7281,-74.17626,40.55978,2,4,60.08
7282,-74.17626,40.56068,2,4,60.08
7283,-74.17626,40.561577,2,1,60.08
7436,-74.17508,40.539097,2,1,60.08
7437,-74.17508,40.539993,2,1,60.08
7440,-74.17508,40.542694,2,1,60.08
